vidid	adview
VID_5236	1
VID_1018	1
VID_17894	1
VID_9637	1
VID_22287	1
VID_13596	19348
VID_6944	2
VID_2778	6
VID_3200	19
VID_11241	1
VID_5901	1
VID_14375	6
VID_99		2
VID_2899	5
VID_10190	2
VID_813		1
VID_14452	1
VID_369		2248
VID_23168	2
VID_5106	1
VID_19011	121065
VID_7298	1
VID_5681	4
VID_1855	119
VID_21283	417
VID_21379	1
VID_10947	4
VID_17615	2
VID_2087	6
VID_5531	24
VID_22667	1
VID_1296	2
VID_3279	1
VID_649		16
VID_18268	2
VID_19706	2
VID_6399	2
VID_19122	4
VID_4301	1
VID_10984	290
VID_8325	3
VID_16691	4
VID_11882	1
VID_11982	3
VID_14176	18
VID_3065	1
VID_22455	5
VID_14287	4
VID_7854	40621
VID_22763	1
VID_4563	1
VID_15642	1
VID_21317	1
VID_18687	940
VID_18552	7
VID_5021	1
VID_3375	1
VID_3817	1
VID_3366	1
VID_8419	1
VID_1735	9972
VID_1461	1
VID_2356	109
VID_16448	9
VID_9230	5
VID_10289	1
VID_18175	1
VID_22061	42
VID_1168	18
VID_22928	1
VID_11744	1
VID_11047	7
VID_13591	11
VID_14578	1
VID_22622	11
VID_7901	1
VID_23021	11
VID_9038	1
VID_13750	2
VID_6280	7
VID_11461	3
VID_8873	1
VID_18990	3
VID_17976	4
VID_16955	2
VID_1796	1
VID_20921	18
VID_1317	8
VID_8069	11
VID_22468	1
VID_6926	2
VID_4722	1
VID_9129	1
VID_14041	8
VID_9932	13
VID_9659	47
VID_15144	1
VID_1498	1
VID_16129	1
VID_664		1
VID_17580	1
VID_21417	1
VID_13953	2
VID_18930	1531
VID_18139	1
VID_11415	5687
VID_19396	1
VID_16697	1
VID_16407	15
VID_9074	2
VID_4666	1
VID_22617	7
VID_1842	2
VID_17391	10
VID_2412	2
VID_20615	3008
VID_14222	3
VID_9588	3
VID_16609	2
VID_17466	1
VID_1888	1
VID_461		1
VID_15015	4909
VID_8631	1
VID_14646	8
VID_10770	1
VID_19109	1
VID_19111	1
VID_20186	7
VID_1192	4
VID_11722	1
VID_17776	1
VID_7549	1
VID_15395	2
VID_13017	864
VID_16986	13
VID_14419	3
VID_13921	2
VID_6609	2
VID_12878	3
VID_10931	26
VID_17716	2
VID_3255	3
VID_1506	2
VID_14618	1
VID_9422	2
VID_7811	24
VID_6620	1
VID_1477	4
VID_3248	3
VID_3529	5
VID_18772	3
VID_56	11
VID_18839	47
VID_5763	8
VID_3368	10
VID_18344	1308
VID_23011	2
VID_5937	1
VID_3841	1
VID_21398	55
VID_8079	1
VID_15470	12
VID_20276	1
VID_5461	1
VID_7124	1
VID_5447	8
VID_1702	1
VID_14723	1
VID_14225	1
VID_16157	7
VID_7608	2
VID_3413	1
VID_10219	25
VID_19649	2
VID_21244	3
VID_20925	1
VID_3686	1
VID_12169	1
VID_7490	4
VID_19356	1
VID_1329	3
VID_1649	1
VID_10314	3
VID_13342	1
VID_21573	1
VID_21226	1
VID_18968	2
VID_18357	1
VID_11765	1
VID_439		1
VID_23407	5
VID_5598	2
VID_23356	1
VID_1278	3
VID_9253	1
VID_8203	10
VID_11006	7
VID_5553	1
VID_1677	2
VID_20853	5
VID_23581	4
VID_13212	1
VID_13440	1478
VID_15448	1
VID_4967	1
VID_21754	47
VID_680		1
VID_12637	1
VID_7914	2
VID_12827	1
VID_122	2
VID_17314	37
VID_8713	1
VID_15935	24
VID_14442	5
VID_8070	1
VID_20403	6
VID_17711	1
VID_11615	2
VID_15404	2
VID_3647	1
VID_12405	95
VID_772		4
VID_11452	1
VID_3410	51
VID_7056	17
VID_20509	3
VID_11723	9
VID_5482	1
VID_15694	2
VID_4324	1
VID_1259	3
VID_10024	1
VID_22382	10
VID_1073	19
VID_5434	30
VID_14737	1
VID_8750	1
VID_15308	1
VID_16420	4
VID_15045	1
VID_20064	577
VID_13568	2
VID_2146	2
VID_14878	2
VID_5996	5
VID_18738	2023
VID_16932	1
VID_10894	1
VID_14710	2
VID_8885	3
VID_23004	1
VID_23219	1
VID_22097	7
VID_4297	7
VID_16228	4
VID_15954	35
VID_3345	5
VID_6427	1
VID_2718	2
VID_6546	2
VID_13082	2
VID_5244	1
VID_3531	4
VID_22286	3
VID_22485	1
VID_12333	1
VID_10212	3
VID_3367	15
VID_16618	1
VID_20425	34
VID_15511	2
VID_15733	1
VID_4609	1
VID_1226	5
VID_13888	3
VID_9222	1
VID_21581	3
VID_4465	2
VID_5281	5
VID_1306	1
VID_7739	1
VID_22195	1
VID_18924	2
VID_23513	5
VID_17401	2
VID_20646	1
VID_11904	3
VID_4731	4700
VID_5672	1
VID_15911	6
VID_20319	1
VID_17444	1
VID_18753	1
VID_7764	123201
VID_15704	1
VID_11545	1
VID_19136	68
VID_18105	3
VID_14067	24
VID_20812	1
VID_21151	2
VID_7982	1
VID_20546	3
VID_17720	577
VID_16337	2
VID_19872	2
VID_21738	1
VID_11905	9
VID_4785	1
VID_16967	114055
VID_20054	6
VID_23759	3
VID_5271	1
VID_15558	2
VID_20763	1
VID_3691	1
VID_10696	3
VID_15281	12
VID_11521	255
VID_11012	9
VID_21215	2
VID_14106	4
VID_17170	1
VID_8829	3
VID_15648	4
VID_2503	1
VID_9609	87
VID_14786	1
VID_1096	14
VID_16946	1
VID_538		1
VID_21465	71
VID_2234	7
VID_19367	3
VID_19713	7
VID_17979	4
VID_14645	8
VID_13242	2
VID_13615	238028
VID_13195	1
VID_16686	36
VID_574		1
VID_19535	1
VID_17822	15
VID_9736	1
VID_9317	2
VID_1575	96
VID_6226	3
VID_21053	2
VID_7408	1
VID_20431	1
VID_19505	1
VID_23365	1
VID_6007	1
VID_5185	24
VID_6617	2
VID_9082	1
VID_14054	1
VID_23360	4
VID_2442	1
VID_3786	139
VID_7466	1
VID_7153	1
VID_19049	25
VID_23260	57
VID_14651	1
VID_20422	16
VID_10825	1
VID_7545	2
VID_14348	2
VID_9713	1
VID_1014	4005
VID_9113	1
VID_11382	92
VID_11300	24
VID_20932	5
VID_14436	33
VID_9301	1
VID_12523	2
VID_12643	1
VID_12362	190
VID_15441	1
VID_9952	1
VID_21767	1
VID_12684	1
VID_11309	8
VID_7834	6
VID_18002	1
VID_9547	1
VID_16315	2
VID_8722	3
VID_1399	1
VID_237		2
VID_18681	181
VID_6685	1
VID_22705	2020
VID_20836	1
VID_10891	2
VID_20804	1
VID_13123	2
VID_9458	7
VID_8877	2
VID_4443	1
VID_5448	3
VID_488		1
VID_20620	5
VID_20039	4
VID_13054	9
VID_22530	11
VID_22322	1
VID_20887	120
VID_6942	57
VID_21305	1
VID_20072	6
VID_18181	1
VID_5565	3
VID_4061	11
VID_19993	5
VID_7414	1
VID_17815	6894
VID_16441	1
VID_6144	3663
VID_21845	1
VID_2468	12
VID_1196	2
VID_20487	5
VID_21406	1
VID_4458	2
VID_12222	4
VID_20587	2
VID_21192	22
VID_1338	11
VID_13631	83506
VID_425		1
VID_23125	4
VID_5980	3
VID_5826	2
VID_730		3
VID_20191	2
VID_9366	1
VID_3599	8
VID_7073	1
VID_13754	2140
VID_2499	3
VID_14759	2
VID_13348	1
VID_5900	1
VID_21942	1
VID_23612	3477
VID_15321	1699
VID_16775	6
VID_8386	20
VID_12887	6
VID_3074	2
VID_17009	1
VID_18209	6
VID_16226	3
VID_23615	2
VID_3344	1
VID_13034	25
VID_23160	1
VID_23460	1
VID_2581	1
VID_7813	1
VID_1638	5
VID_21708	1368
VID_5991	4
VID_22675	2
VID_20488	3
VID_23492	1
VID_22464	1
VID_13553	1
VID_23048	2
VID_19463	1
VID_2955	17
VID_21189	7
VID_20777	51
VID_15256	1
VID_17502	1
VID_22886	1
VID_17133	1
VID_18620	1619
VID_10137	11
VID_13680	12
VID_10713	22
VID_23376	32
VID_428		2
VID_14166	5
VID_17547	2
VID_2976	20
VID_11430	1
VID_13121	5
VID_16459	1
VID_846		5
VID_9810	569
VID_3097	1
VID_16503	2
VID_296		2
VID_19267	1
VID_13080	3
VID_16247	22
VID_1982	1
VID_22880	1
VID_14170	3
VID_10366	3
VID_3537	15
VID_21066	5
VID_4285	1
VID_13925	1
VID_19161	1
VID_21216	32461
VID_2226	85
VID_5101	1
VID_22215	1
VID_4278	6
VID_19545	2
VID_16699	1
VID_7728	1
VID_13946	2
VID_22301	1
VID_490		1
VID_14579	1
VID_22276	4
VID_12740	6
VID_2319	1
VID_9097	1
VID_15646	6
VID_3981	2
VID_12145	1
VID_15834	13
VID_16160	1
VID_1083	6
VID_10805	35
VID_3699	1
VID_21514	1
VID_1673	1
VID_15239	3
VID_898		6
VID_11335	64825
VID_4501	1
VID_22358	7
VID_7092	1
VID_19699	2
VID_16150	2
VID_16870	1
VID_15804	2
VID_11147	1
VID_6581	1
VID_11927	4
VID_12471	1
VID_16703	22
VID_12913	71
VID_7482	2
VID_3979	2
VID_7010	7
VID_5822	2
VID_22298	7
VID_6753	1
VID_12787	3
VID_11162	1
VID_18497	2
VID_76		6
VID_18190	3
VID_11843	1
VID_4089	2
VID_20298	940
VID_9557	3
VID_9380	2
VID_18153	1
VID_18060	1
VID_20324	6
VID_11513	7
VID_17896	1
VID_16060	1
VID_15066	1
VID_4762	2
VID_23414	41
VID_13269	2
VID_4876	10
VID_8111	1
VID_2593	10
VID_21549	1
VID_6237	3
VID_22122	13
VID_6481	3
VID_12717	724
VID_20370	2
VID_14515	1
VID_11481	1
VID_10769	1
VID_18296	1
VID_7639	15
VID_18195	3
VID_20891	3
VID_19939	1
VID_19388	1
VID_20066	1
VID_7083	1
VID_12868	742
VID_16004	13
VID_7698	26
VID_18053	5
VID_9985	1
VID_3109	84318
VID_7784	1
VID_16888	4
VID_15320	1
VID_6762	2
VID_13485	1
VID_20969	5
VID_1615	1
VID_13077	1
VID_2223	620
VID_19576	2
VID_211		29
VID_14157	3
VID_16361	1
VID_3278	9
VID_20965	1
VID_14397	259
VID_9552	7
VID_14588	1
VID_15007	1
VID_11202	1
VID_11824	1
VID_2490	1
VID_7575	1
VID_11142	2
VID_9984	3
VID_3583	4
VID_14594	1
VID_12231	1
VID_21257	10
VID_3275	3
VID_7081	1
VID_13830	51
VID_9356	9
VID_13975	1
VID_2100	23
VID_3260	8
VID_20059	2
VID_5915	6
VID_7280	12
VID_8813	8
VID_4095	251
VID_15505	1
VID_12419	2
VID_2937	2
VID_9231	1
VID_21270	1
VID_17847	1
VID_11237	1
VID_4634	8
VID_4716	3
VID_20265	12
VID_18316	1
VID_10138	1
VID_4990	1
VID_246		3
VID_6841	3
VID_17749	1
VID_8136	1
VID_3815	30
VID_17244	46
VID_8194	1
VID_21265	1
VID_19952	1
VID_3483	78
VID_11010	459
VID_16542	2
VID_12196	1273
VID_20150	3
VID_652		4
VID_18816	5
VID_11495	1
VID_20420	1
VID_1035	1
VID_4240	15
VID_12148	1
VID_2059	5
VID_10136	1
VID_19726	76
VID_15530	1
VID_10512	1
VID_23099	2
VID_18818	1
VID_18846	3
VID_4056	1
VID_7349	67540
VID_6296	2
VID_22618	4
VID_5725	35
VID_2582	9
VID_23619	429
VID_10774	2
VID_1380	1
VID_5879	8
VID_14235	1
VID_17019	1
VID_13630	1
VID_2081	1
VID_18764	1
VID_13779	3
VID_18791	2
VID_7140	1
VID_23074	31
VID_13977	5478
VID_522		20270
VID_20567	2
VID_18521	2
VID_12121	1
VID_4090	33
VID_8664	1
VID_12236	4
VID_16548	2
VID_20239	7
VID_20147	1
VID_20823	27
VID_19629	2
VID_3159	1
VID_4388	1
VID_5729	2
VID_16729	1
VID_10898	5
VID_15117	5
VID_2008	11
VID_1992	4
VID_20369	13
VID_16922	2
VID_19905	1
VID_21924	3
VID_1248	2
VID_21766	1
VID_5247	2
VID_18615	4
VID_2267	2
VID_17316	1
VID_11279	1
VID_5552	8
VID_22352	1
VID_15074	1
VID_15181	1
VID_21556	5
VID_2767	2
VID_8827	2
VID_1268	67
VID_20506	14
VID_5204	62
VID_15122	4
VID_21234	40
VID_21772	2
VID_20282	4667
VID_21958	1
VID_4481	1
VID_10596	5
VID_18797	5
VID_4060	6
VID_13312	3
VID_4275	8
VID_1473	1
VID_12854	8
VID_2628	1
VID_8516	1
VID_14619	3
VID_19598	4501
VID_20689	6
VID_20901	34
VID_13305	34
VID_23677	2
VID_16068	1
VID_17820	1
VID_6711	1
VID_12008	19
VID_7139	3
VID_22612	666
VID_6600	1
VID_2734	5
VID_11114	6
VID_15928	10
VID_3784	17
VID_23266	23
VID_23458	18
VID_17606	1
VID_14718	1
VID_1548	1
VID_7231	25
VID_801		2
VID_13712	1
VID_10166	3
VID_5659	26
VID_1184	1
VID_15420	4
VID_18814	3891
VID_10531	213
VID_1552	6
VID_16661	5
VID_11815	1
VID_16106	1
VID_10096	1
VID_13800	2
VID_20971	22
VID_3761	1
VID_17833	3
VID_23359	2
VID_17046	12
VID_13663	1
VID_20421	1
VID_21232	1
VID_22033	32461
VID_23156	2
VID_16525	54
VID_12507	6
VID_8100	1
VID_11008	5
VID_6241	10
VID_3009	2
VID_19559	27
VID_16197	2
VID_8132	3
VID_13790	4
VID_18140	3
VID_816		1
VID_16603	16
VID_18097	1
VID_8742	6
VID_19665	1
VID_17140	1
VID_20124	1
VID_16535	1
VID_5137	1
VID_14719	1
VID_13884	2
VID_3249	6
VID_18283	68
VID_16543	14
VID_18133	1
VID_23731	86
VID_11867	1
VID_23734	2
VID_10502	1
VID_23101	1
VID_13526	22
VID_22440	205
VID_542	1
VID_19625	1
VID_11584	2
VID_12516	318
VID_667		2
VID_18563	1
VID_5462	2
VID_12155	3
VID_15969	11
VID_16141	1
VID_7431	30
VID_6528	3
VID_4795	5
VID_6677	50
VID_21733	5
VID_22128	33035
VID_10638	4
VID_19603	5
VID_2171	1
VID_16181	1
VID_18102	1
VID_22722	1
VID_21248	8
VID_15421	3
VID_16412	2
VID_11403	4
VID_3492	2
VID_23244	577
VID_9580	1
VID_19934	837
VID_23452	9
VID_19378	1
VID_3257	5
VID_14547	5
VID_11926	25
VID_22031	4
VID_2878	1
VID_11072	4
VID_19910	16
VID_14655	2
VID_18920	1
VID_749		1
VID_7892	10
VID_17249	1
VID_14434	11679
VID_17361	1
VID_20118	2
VID_3246	11
VID_17983	1
VID_19052	1
VID_817		1
VID_4969	1
VID_16136	1
VID_10245	1
VID_17106	12
VID_11803	1
VID_22896	4
VID_1749	4
VID_10732	1
VID_20461	4
VID_9295	2
VID_13024	1
VID_19735	1
VID_2416	1
VID_11799	1
VID_1626	1
VID_14902	1
VID_326		2
VID_14288	1
VID_15337	7
VID_2436	1
VID_20962	1
VID_21022	11
VID_8357	4
VID_912		1
VID_19802	1
VID_5858	43
VID_868		17
VID_2938	302
VID_7205	1
VID_13328	8
VID_17349	1
VID_3587	1
VID_9761	1
VID_22986	2
VID_22640	1
VID_123		1
VID_11768	1
VID_9948	3
VID_23191	20
VID_23115	7
VID_23302	1
VID_10448	13
VID_3547	17
VID_5173	1
VID_11425	1
VID_22512	11
VID_13801	1
VID_7216	1
VID_1459	1
VID_768		4
VID_7874	1
VID_17411	2
VID_5338	8
VID_13093	10
VID_3562	6
VID_20725	1
VID_11275	1
VID_13931	3
VID_20614	1
VID_9151	2
VID_21787	1
VID_8709	3
VID_23579	1
VID_17814	3
VID_17607	1343
VID_4756	1
VID_8258	109
VID_21081	1
VID_8426	2
VID_1191	6
VID_8169	1
VID_17104	29
VID_17947	4
VID_8778	1
VID_8824	13
VID_20521	23
VID_20565	2
VID_2345	6
VID_11351	21
VID_19674	1
VID_17380	10
VID_20501	2
VID_10078	16
VID_17268	1
VID_11963	1
VID_7177	1
VID_12440	1
VID_14091	4
VID_5145	1
VID_10483	135
VID_1378	7
VID_3427	2
VID_15335	83
VID_18848	1
VID_2755	1
VID_1172	1
VID_3340	90
VID_12594	1
VID_6607	1
VID_13861	4
VID_9705	1
VID_5850	4
VID_12238	14
VID_21926	1
VID_9487	6
VID_20494	1
VID_23549	3
VID_19860	2642
VID_1150	1
VID_5736	17
VID_1308	2
VID_23085	1
VID_376		119
VID_750		16
VID_11771	1
VID_6200	1
VID_1917	31
VID_5987	3
VID_4277	6
VID_4291	35
VID_3217	40
VID_14488	1
VID_4524	110184
VID_10322	9
VID_5870	22
VID_5237	4909
VID_1058	12
VID_7661	30
VID_17233	10
VID_2787	1
VID_5413	1
VID_18748	5
VID_16983	18
VID_9368	1
VID_2876	1
VID_14753	18
VID_20024	1
VID_22731	3
VID_1020	1
VID_21916	2
VID_20316	1
VID_10115	40
VID_13527	10
VID_10017	1
VID_20624	3
VID_549		1
VID_7929	1
VID_21591	3
VID_15528	6
VID_2737	3
VID_15198	1
VID_7845	9
VID_5740	7
VID_14139	8859
VID_5516	1
VID_4987	2
VID_9479	1
VID_15816	3
VID_11396	6
VID_8741	7
VID_4189	4
VID_15667	13
VID_22288	1
VID_16111	2
VID_8765	1
VID_5061	195
VID_6224	1
VID_5902	30
VID_15118	1
VID_15594	2
VID_13664	7405
VID_5969	359
VID_21111	1
VID_11029	1
VID_14023	5
VID_18096	1
VID_13058	1
VID_16464	2
VID_14895	1
VID_2533	5
VID_20581	1
VID_1811	1
VID_18604	2
VID_14864	33168
VID_13419	74
VID_22638	1
VID_14649	5
VID_23103	3
VID_13850	7
VID_1810	1
VID_18335	6
VID_12164	4
VID_16549	29
VID_10235	10
VID_19514	1
VID_18077	1
VID_4242	1
VID_5855	75
VID_10617	21
VID_824		1
VID_14341	1
VID_514		1
VID_2863	2
VID_20662	9
VID_16730	1
VID_2272	10
VID_17648	1
VID_11316	1
VID_12996	35
VID_3430	4
VID_12935	322
VID_23589	1
VID_9862	1
VID_8470	1
VID_8714	12
VID_10157	54
VID_5284	1
VID_14780	6
VID_2091	1
VID_11367	1
VID_6269	9
VID_21394	12
VID_8748	17
VID_8533	1
VID_1013	1
VID_12908	12
VID_13180	2
VID_5182	2
VID_104		1
VID_14411	1
VID_12957	1
VID_18566	1
VID_7049	4
VID_22563	2
VID_13261	1
VID_10340	1
VID_15891	50
VID_8103	12
VID_8461	1
VID_7622	1
VID_1136	5
VID_722		2
VID_9454	1
VID_10912	1
VID_9548	1
VID_20850	10
VID_4738	5
VID_18978	1
VID_8659	5
VID_1897	1
VID_2803	2
VID_20017	1
VID_12039	1
VID_13420	2
VID_810		1
VID_15012	1
VID_9473	2
VID_21233	1
VID_15573	2
VID_14136	1
VID_5263	14
VID_19147	1
VID_6746	14
VID_21062	1
VID_1391	6
VID_10695	427809
VID_10709	1
VID_6050	1
VID_20221	2
VID_14590	1
VID_23440	1
VID_10114	2
VID_5636	3
VID_3714	1
VID_14057	8
VID_16982	1
VID_16158	1
VID_23018	1
VID_14304	1
VID_11438	1
VID_19361	2
VID_16945	1
VID_15325	3
VID_3164	5
VID_13148	3
VID_11446	11
VID_1200	1
VID_9583	13
VID_5362	1
VID_16290	87
VID_6663	6
VID_10513	18
VID_11604	3
VID_17853	1
VID_9036	1
VID_487		1
VID_6002	1
VID_13067	1
VID_1230	9
VID_10247	2
VID_20789	8135
VID_22866	1
VID_3131	12
VID_23112	3
VID_7848	11
VID_15726	10
VID_16931	1
VID_12027	6
VID_11663	2
VID_5510	1
VID_2953	1
VID_12203	1
VID_9578	1
VID_4927	2
VID_17804	2282
VID_16733	1
VID_707		5
VID_16334	1
VID_11444	104
VID_16944	1
VID_406		1
VID_11200	1
VID_6082	2
VID_17077	3
VID_12120	1
VID_18751	1
VID_22578	1
VID_10744	174499
VID_3062	6
VID_16724	1
VID_18072	33
VID_19114	1
VID_22030	1
VID_2269	23
VID_13298	3
VID_17090	1
VID_17358	2
VID_16540	11
VID_9248	43
VID_15585	2
VID_19347	39
VID_21447	2
VID_13179	1
VID_4715	1
VID_16761	14
VID_17408	1
VID_12568	7
VID_12409	4
VID_19916	3
VID_16481	2
VID_12539	1
VID_19279	6
VID_12943	5
VID_4659	5306
VID_18232	27
VID_19162	6
VID_19730	1
VID_21800	1
VID_9676	1
VID_22343	2
VID_17323	5
VID_12127	3
VID_10102	11
VID_14077	1
VID_1515	1
VID_18952	1
VID_23494	4
VID_7222	5
VID_4804	13
VID_9600	2
VID_14184	417
VID_17029	1
VID_12733	53
VID_20713	1
VID_16978	7
VID_21426	1
VID_4682	2
VID_5067	2
VID_5967	7
VID_3160	15
VID_8015	1
VID_8314	3
VID_9061	5
VID_16054	3
VID_14914	4395
VID_2782	3210
VID_3405	9
VID_13973	35
VID_20293	7
VID_13331	1
VID_19058	1
VID_6758	1
VID_3893	1
VID_2712	1
VID_13854	2
VID_16032	3
VID_8816	1
VID_11284	4651
VID_7030	2
VID_23648	2
VID_9266	2
VID_4866	1
VID_11410	9
VID_6130	1
VID_20754	2
VID_9062	16
VID_16223	8
VID_8874	2
VID_19747	1
VID_11152	1
VID_948		1
VID_6212	42
VID_23350	9
VID_12698	1
VID_7895	1
VID_22828	2
VID_15826	3
VID_19229	2
VID_16620	1
VID_520		1
VID_14306	14
VID_23403	1
VID_5068	3
VID_151		1
VID_16440	1
VID_6639	2
VID_10294	1
VID_11491	2
VID_21071	3
VID_6036	8
VID_10528	1
VID_16805	2
VID_13016	24
VID_12357	32248
VID_21135	23
VID_14654	1
VID_4527	1
VID_358		29
VID_9344	1
VID_6680	27
VID_20648	1
VID_17740	1
VID_19803	1
VID_2895	7
VID_21528	1
VID_9297	4
VID_13766	2
VID_4882	3
VID_15857	1
VID_12661	3
VID_3685	1
VID_20790	31
VID_8500	1
VID_11100	1
VID_8719	2
VID_8322	1
VID_15001	104
VID_12322	15
VID_7261	1
VID_6203	1
VID_16731	1
VID_11416	6
VID_21849	2
VID_7923	1
VID_6247	1
VID_14460	45
VID_23485	4
VID_9329	6
VID_14827	1
VID_18237	10832
VID_13840	6
VID_9229	8
VID_7162	2
VID_17313	1
VID_21629	1
VID_9591	3
VID_11437	2
VID_13076	4
VID_14681	7
VID_10378	1
VID_21873	1
VID_9282	1734
VID_3554	11
VID_9884	7678
VID_8583	2
VID_7617	1
VID_1284	2
VID_1594	9
VID_2902	2
VID_2160	10
VID_2357	1
VID_4012	2
VID_7932	6
VID_16858	4
VID_15431	2
VID_19393	3
VID_9371	1
VID_16347	1
VID_10564	1
VID_5634	9
VID_21704	5
VID_5415	2
VID_1925	138
VID_21687	2
VID_23616	1
VID_248		6
VID_2689	21
VID_3650	1
VID_3025	2
VID_11174	1
VID_4953	2
VID_18607	1
VID_21054	1
VID_2173	1
VID_11057	2
VID_13724	1
VID_13430	6
VID_9390	1
VID_18342	1
VID_11777	1
VID_19047	1
VID_172	1
VID_3718	1
VID_22213	10
VID_5696	5
VID_20334	32
VID_1007	1
VID_13102	1
VID_21651	1974
VID_2009	4
VID_21017	11
VID_4382	1
VID_4515	6
VID_3179	2
VID_23587	6
VID_12356	9
VID_18669	29
VID_6952	40621
VID_4156	3
VID_2031	1
VID_20255	1
VID_14817	1
VID_777		789
VID_3995	21
VID_10014	4
VID_10300	2
VID_2465	1
VID_17701	2
VID_4175	10
VID_15136	239
VID_9687	1
VID_12630	1
VID_9851	6
VID_16471	6
VID_17782	3
VID_12983	1
VID_3696	2
VID_17888	2
VID_22337	1
VID_11385	5
VID_13508	1
VID_4664	1
VID_12336	127
VID_3184	1
VID_4506	105
VID_7887	4
VID_1583	18
VID_9477	2
VID_21725	9
VID_1960	1
VID_13998	1
VID_12243	3
VID_993		3
VID_16091	3
VID_17591	1
VID_2311	1
VID_22345	13
VID_2342	10
VID_8959	1
VID_3423	1
VID_942		2
VID_17251	2
VID_10831	6
VID_7424	1
VID_6404	1
VID_18918	1
VID_22132	5
VID_22341	7
VID_18590	2025
VID_5215	1
VID_16189	2
VID_3013	1
VID_12801	4
VID_7074	1
VID_21595	25
VID_5007	1
VID_15854	1
VID_2369	2
VID_554		1
VID_20809	1
VID_16735	13
VID_3212	40
VID_3137	9
VID_17255	1
VID_19709	1
VID_13463	2
VID_8118	3
VID_15978	17
VID_3478	1
VID_5275	35
VID_8837	7459
VID_21230	13
VID_19256	1
VID_4054	1
VID_9515	4
VID_15224	2
VID_10509	4
VID_570		3
VID_18401	1
VID_5981	6
VID_3077	1
VID_742		1
VID_19034	5
VID_17070	1
VID_11392	49
VID_6577	220202
VID_15161	1
VID_20311	1
VID_8374	12
VID_22056	14
VID_8221	2
VID_11338	4
VID_6994	1
VID_15998	5
VID_18844	2
VID_19272	1
VID_11191	1
VID_7732	1
VID_10954	17
VID_17960	6
VID_2865	2
VID_8654	1
VID_10308	1
VID_10468	5
VID_5692	2
VID_18943	1
VID_6756	1
VID_2479	4022
VID_16749	3
VID_20222	2
VID_16310	2
VID_11929	1
VID_17964	7
VID_8219	2
VID_9671	4
VID_9700	21
VID_23284	1
VID_19493	129
VID_3123	6
VID_10681	20
VID_18985	3
VID_15460	2
VID_15406	5
VID_12559	1
VID_19679	1
VID_15305	1
VID_22174	2
VID_4220	2
VID_14092	11
VID_540		2
VID_4663	3
VID_22875	1
VID_5047	1
VID_16179	415
VID_6524	1
VID_15701	1
VID_2125	2
VID_13225	1
VID_7398	1
VID_7756	3
VID_2183	3
VID_9525	1
VID_11901	2
VID_10810	1
VID_1126	3
VID_8232	2
VID_16675	2
VID_2995	12
VID_366		1
VID_9273	1
VID_15580	12
VID_8392	1
VID_21183	1
VID_19964	2
VID_8670	146379
VID_12176	2
VID_11534	10
VID_5680	2
VID_21288	12
VID_11161	1
VID_19849	1
VID_21412	1
VID_11465	1
VID_22015	3
VID_2691	1
VID_19334	11
VID_6162	3
VID_13451	1
VID_12214	1
VID_10943	4
VID_12722	1
VID_11298	4
VID_18240	3
VID_9558	1
VID_7218	2
VID_21065	1
VID_2724	227
VID_21578	4
VID_1048	1
VID_10801	1
VID_1722	9
VID_19293	2
VID_10052	1
VID_19400	6
VID_18792	3
VID_21334	1
VID_7294	3
VID_1634	21
VID_21201	3
VID_415		1
VID_3072	6
VID_1464	1
VID_18400	1
VID_4992	1
VID_16747	471
VID_17491	2
VID_12664	24
VID_489	1
VID_22646	4
VID_1716	55
VID_9767	1
VID_16415	3
VID_12813	1
VID_15634	1
VID_212		3
VID_20184	1
VID_4055	1
VID_8312	7
VID_20468	1
VID_11575	14
VID_19446	1
VID_17936	5
VID_11527	2
VID_1026	1
VID_22134	3
VID_21568	1
VID_610		1
VID_10457	6
VID_10503	2
VID_12089	3
VID_2819	1
VID_21033	2
VID_20642	2
VID_23328	1
VID_6324	5
VID_7809	2
VID_13209	1
VID_22376	105
VID_11892	1
VID_6354	36
VID_21134	19754
VID_1367	9
VID_7132	1
VID_13010	58
VID_16384	1
VID_9208	15
VID_22406	6
VID_10674	19
VID_11599	1
VID_14272	13
VID_10530	1
VID_8004	13
VID_8790	26
VID_6313	73
VID_3231	2
VID_14615	2
VID_14196	6
VID_11697	1
VID_81		6268
VID_22272	379
VID_9114	1
VID_3910	9
VID_18574	7
VID_2666	6
VID_2833	2
VID_11434	1
VID_8881	2
VID_5219	2
VID_19882	1
VID_8083	1
VID_18777	1
VID_2245	1
VID_14884	1
VID_17548	10488
VID_5944	12
VID_10123	3
VID_7542	6465
VID_5998	4
VID_19084	2
VID_15524	2
VID_5438	827
VID_10434	1
VID_22871	53
VID_4391	2
VID_17631	1
VID_18098	2
VID_14938	1
VID_468		1
VID_13066	1
VID_16966	1707
VID_8795	1
VID_16424	1
VID_1660	4
VID_10336	1
VID_16819	1
VID_15098	23280
VID_19761	1
VID_23716	2
VID_1134	6
VID_7592	1
VID_2846	1
VID_2559	1
VID_14668	1
VID_17396	2
VID_4675	1
VID_6838	1
VID_15368	3
VID_7647	4
VID_4994	3
VID_11944	5
VID_69		3
VID_2328	1
VID_11840	79
VID_8892	1
VID_19687	1
VID_22821	4
VID_12769	2
VID_4727	12
VID_582		1
VID_17656	1
VID_17981	7
VID_20819	2
VID_15559	5
